study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown		
PATS	nsrr_oahi_hp3u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_supine	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oahi_hp3u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_supine	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oahi_hp3u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_supine	Month-12 Endpoint Visit		numeric		number of events per hour	209	1	3.2	0	0	33.6	82		
PATS	nsrr_oahi_hp3u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_nonsupine	Screening Visit		numeric		number of events per hour	496	3.3	11.1	0.5	0	160	59		
PATS	nsrr_oahi_hp3u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_nonsupine	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oahi_hp3u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_nonsupine	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oahi_hp3u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_nonsupine	Month-12 Endpoint Visit		numeric		number of events per hour	228	0.9	3	0.1	0	25.5	63		
PATS	nsrr_oahi_hp3u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_nrem	Screening Visit		numeric		number of events per hour	499	2.5	8.9	0.3	0	122.8	56		
PATS	nsrr_oahi_hp3u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_nrem	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oahi_hp3u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_nrem	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oahi_hp3u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_nrem	Month-12 Endpoint Visit		numeric		number of events per hour	232	0.6	2.3	0.2	0	27.2	59		
PATS	nsrr_oahi_hp3u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_rem	Screening Visit		numeric		number of events per hour	496	7.2	15.9	1.3	0	122.6	59		
PATS	nsrr_oahi_hp3u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_rem	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oahi_hp3u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_rem	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oahi_hp3u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 3% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h3_rem	Month-12 Endpoint Visit		numeric		number of events per hour	231	1.8	4.7	0	0	40.3	60		
PATS	nsrr_oahi_hp4u	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_oahi4	Screening Visit		numeric		number of events per hour	499	2.4	8.2	0.3	0	114.3	56		
PATS	nsrr_oahi_hp4u	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_oahi4	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oahi_hp4u	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_oahi4	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oahi_hp4u	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_oahi4	Month-12 Endpoint Visit		numeric		number of events per hour	232	0.4	1.9	0	0	22.1	59		
PATS	nsrr_oahi_hp4u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_supine	Screening Visit		numeric		number of events per hour	423	2.5	9.1	0.2	0	134.4	132		
PATS	nsrr_oahi_hp4u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_supine	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oahi_hp4u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_supine	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oahi_hp4u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_supine	Month-12 Endpoint Visit		numeric		number of events per hour	209	0.5	2.1	0	0	24	82		
PATS	nsrr_oahi_hp4u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_nonsupine	Screening Visit		numeric		number of events per hour	496	2.4	9.7	0.2	0	140	59		
PATS	nsrr_oahi_hp4u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_nonsupine	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oahi_hp4u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_nonsupine	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oahi_hp4u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_nonsupine	Month-12 Endpoint Visit		numeric		number of events per hour	228	0.5	2	0	0	21.9	63		
PATS	nsrr_oahi_hp4u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_nrem	Screening Visit		numeric		number of events per hour	499	1.8	7.8	0.2	0	113.7	56		
PATS	nsrr_oahi_hp4u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_nrem	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oahi_hp4u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_nrem	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oahi_hp4u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_nrem	Month-12 Endpoint Visit		numeric		number of events per hour	232	0.3	1.7	0	0	23.6	59		
PATS	nsrr_oahi_hp4u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_rem	Screening Visit		numeric		number of events per hour	496	5.2	13.8	0.6	0	122.6	59		
PATS	nsrr_oahi_hp4u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_rem	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oahi_hp4u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_rem	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oahi_hp4u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_ahi_o0h4_rem	Month-12 Endpoint Visit		numeric		number of events per hour	231	1	3.4	0	0	36.2	60		
PATS	nsrr_oai	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_oai0p	Screening Visit		numeric		number of events per hour	499	1.2	4.9	0.1	0	74.6	56		
PATS	nsrr_oai	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_oai0p	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_oai	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_oai0p	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_oai	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Source: psg_oai0p	Month-12 Endpoint Visit		numeric		number of events per hour	232	0.2	0.9	0	0	10.1	59		
PATS	nsrr_phrnumar_f1	Arousal Index: Number of arousals per hour of sleep from polysomnography	Harmonized/Polysomnography/Arousal	Harmonized by the NSRR team. Source: psg_ai_all	Screening Visit		numeric		number of events per hour	499	6.2	3	5.8	1.4	32.2	56		
PATS	nsrr_phrnumar_f1	Arousal Index: Number of arousals per hour of sleep from polysomnography	Harmonized/Polysomnography/Arousal	Harmonized by the NSRR team. Source: psg_ai_all	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332		
PATS	nsrr_phrnumar_f1	Arousal Index: Number of arousals per hour of sleep from polysomnography	Harmonized/Polysomnography/Arousal	Harmonized by the NSRR team. Source: psg_ai_all	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283		
PATS	nsrr_phrnumar_f1	Arousal Index: Number of arousals per hour of sleep from polysomnography	Harmonized/Polysomnography/Arousal	Harmonized by the NSRR team. Source: psg_ai_all	Month-12 Endpoint Visit		numeric		number of events per hour	232	5.8	2.4	5.5	1.5	18.9	59		
PATS	nsrr_ttldursp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Harmonized/Polysomnography/Sleep Architecture	Harmonized by the NSRR team. Source: psg_rem_lat2	Screening Visit		numeric		minutes (min)	499	156.1	59.3	153	0	357	56		
PATS	nsrr_ttldursp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Harmonized/Polysomnography/Sleep Architecture	Harmonized by the NSRR team. Source: psg_rem_lat2	Baseline Visit		numeric		minutes (min)	-	-	-	-	-	-	332		
PATS	nsrr_ttldursp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Harmonized/Polysomnography/Sleep Architecture	Harmonized by the NSRR team. Source: psg_rem_lat2	Month-6 Interim Visit		numeric		minutes (min)	-	-	-	-	-	-	283		
PATS	nsrr_ttldursp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Harmonized/Polysomnography/Sleep Architecture	Harmonized by the NSRR team. Source: psg_rem_lat2	Month-12 Endpoint Visit		numeric		minutes (min)	232	152.9	49.5	156.5	0	322	59		
PATS	nsrr_ttlprdsp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Harmonized/Polysomnography/Sleep Architecture	Harmonized by the NSRR team. Source: psg_rem_lat1	Screening Visit		numeric		minutes (min)	499	170.3	73.6	160	0	447	56		
PATS	nsrr_ttlprdsp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Harmonized/Polysomnography/Sleep Architecture	Harmonized by the NSRR team. Source: psg_rem_lat1	Baseline Visit		numeric		minutes (min)	-	-	-	-	-	-	332		
PATS	nsrr_ttlprdsp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Harmonized/Polysomnography/Sleep Architecture	Harmonized by the NSRR team. Source: psg_rem_lat1	Month-6 Interim Visit		numeric		minutes (min)	-	-	-	-	-	-	283		
PATS	nsrr_ttlprdsp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Harmonized/Polysomnography/Sleep Architecture	Harmonized by the NSRR team. Source: psg_rem_lat1	Month-12 Endpoint Visit		numeric		minutes (min)	232	165.1	60.4	162	0	413	59		
PATS	oper_ebl_other	Specify estimated blood loss (EBL)	Administrative/Operation Notes		Screening Visit		integer			-	-	-	-	-	-	555		
PATS	oper_ebl_other	Specify estimated blood loss (EBL)	Administrative/Operation Notes		Baseline Visit		integer			2	17.5	17.7	17.5	5	30	330		
PATS	oper_ebl_other	Specify estimated blood loss (EBL)	Administrative/Operation Notes		Month-6 Interim Visit		integer			-	-	-	-	-	-	283		
PATS	oper_ebl_other	Specify estimated blood loss (EBL)	Administrative/Operation Notes		Month-12 Endpoint Visit		integer			-	-	-	-	-	-	291		
PATS	studyinfo_age_at_randomization	Age at randomization	Administrative		Screening Visit		numeric		years	-	-	-	-	-	-	555		
PATS	studyinfo_age_at_randomization	Age at randomization	Administrative		Baseline Visit		numeric		years	330	6.6	2.3	6.4	3.1	12.9	2		
PATS	studyinfo_age_at_randomization	Age at randomization	Administrative		Month-6 Interim Visit		numeric		years	-	-	-	-	-	-	283		
PATS	studyinfo_age_at_randomization	Age at randomization	Administrative		Month-12 Endpoint Visit		numeric		years	-	-	-	-	-	-	291		
PIMECFS	age_at_evaluation	Age at Evaluation	Sociodemographics		Study Visit		numeric		years	38	40.3	14	42	19	60	-		
PIMECFS	beighton_score	Beighton Score	Physiologic Measurements/Physical Exam	hyperflexible areas	Study Visit		integer			38	0.9	1.7	0	0	7	-		
PIMECFS	bmi	Body mass index (BMI)	Anthropometry		Study Visit		numeric		kilograms per meter squared (kg/m2)	38	25.9	4.3	25	19.4	37.5	-		
PIMECFS	hip_avg_daily_mets	The mean metabolic equivalents of task (METs) for all valid days from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based		Study Visit		numeric			21	1.6	0.08	1.6	1.5	1.8	17		
PIMECFS	hip_total_3d_counts	The mean of the total (sum) vertical (Y-axis) activity counts per valid day from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based		Study Visit		numeric			21	485474.2	263114.8	451359.2	98843.1	1387192.3	17		
PIMECFS	hip_total_steps	The mean of the total steps per valid day from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based		Study Visit		numeric			21	5256.8	2731.6	4802.2	503.8	12603.8	17		
PIMECFS	hip_total_vertical_counts	The mean of the total (sum) triaxial/vector magnitude activity counts per valid day from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based		Study Visit		numeric			21	223346.2	152340.6	206394.5	34145.5	724593.9	17		
PIMECFS	lymphadenopathy	Lymphadenopathy	Physiologic Measurements/Physical Exam	Swollen lymph nodes	Study Visit		integer			38	0	0	0	0	0	-		
PIMECFS	nsrr_age	Subject age	Harmonized/Sociodemographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age_at_evaluation	Study Visit		numeric	38	years	38	40.3	14	42	19	60	-		
PIMECFS	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi	Study Visit		numeric	38	kilograms per meter squared (kg/m2)	38	25.9	4.3	25	19.4	37.5	-		
PIMECFS	promis_sleep_dist_score	PROMIS Sleep Disturbance Short Form 8a: Total Score	Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance	"Calculated - Summary score for the PROMIS Sleep Disturbance Short Form 8a. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. A T-score of 60 corresponded to significant sleep problems (roughly 1 SD worse than average). Yu L et al, 2012 (PMID: 22250775)"	Study Visit		integer			38	16.9	8.5	14	8	39	-		
PIMECFS	promis_sleep_dist_tscore	PROMIS Sleep Disturbance Short Form 8a: T Score Calculation	Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance	"Calculated - Summary score for the PROMIS Sleep Disturbance Short Form 8a. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. A T-score of 60 corresponded to significant sleep problems (roughly 1 SD worse than average). Yu L et al, 2012 (PMID: 22250775)"	Study Visit		numeric			38	47.1	10.7	45.3	30.5	74.1	-		
PIMECFS	promis_slp_rel_imp_score	PROMIS Sleep-Related Impairment: Total Score	Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment	"Summary score for the PROMIS Sleep-Related Impairment instrument. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. Higher score indicates more severe sleep related impairment.Yu L et al, 2012 (PMID: 22250775)"	Study Visit		integer			35	18.4	9.1	17	8	36	3		
PIMECFS	promis_slp_rel_imp_tscore	PROMIS Sleep-Related Impairment: T Score Calculation	Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment	"Summary score for the PROMIS Sleep-Related Impairment instrument. Each item ranges from 1 to 5. The raw score is the sum of 8 items, and the T-score is identified by looking up total raw score in a T-score table. Higher score indicates more severe sleep related impairment.Yu L et al, 2012 (PMID: 22250775)"	Study Visit		numeric			35	50.3	12.8	51.6	30	71.9	3		
PIMECFS	psqi_score	Pittsburgh Sleep Quality Index: Total (Global) Score	Sleep Questionnaires/General and Sleep Disorder Screening/Pittsburgh Sleep Quality Index (PSQI)	"Summary score for the Pittsburgh Sleep Quality Index. Buysse et. al 1989 (PubMed ID: 2748771) Seven component scores are derived, from 0 (no difficulty) to 3 (severe difficulty). The global score is the sum of the seven components (0 to 21), while higher scores indicate worse sleep quality."	Study Visit		integer			38	5.3	3.7	5	0	14	-		
PIMECFS	tender_points	Tender Points	Physiologic Measurements/Physical Exam	tender points	Study Visit		integer			38	2.9	3.7	2	0	16	-		
PIMECFS	wrist_total_3d_counts	The mean of the total (sum) triaxial/vector magnitude activity counts per valid day from the wrist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based		Study Visit		numeric			21	1847318.7	621722.8	1806542	489858.6	2611701.5	17		
SANDD	fas_a	Number of items completed on Verbal Fluency Test-FAS on item A.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		initial/baseline timepoint		numeric			83	9	3.5	9	2	19	139		
SANDD	fas_a	Number of items completed on Verbal Fluency Test-FAS on item A.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	fas_a	Number of items completed on Verbal Fluency Test-FAS on item A.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		12 mo[1yr] follow up		numeric			-	-	-	-	-	-	72		
SANDD	fas_a	Number of items completed on Verbal Fluency Test-FAS on item A.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		18mo[1.5yr]		numeric			-	-	-	-	-	-	70		
SANDD	fas_a	Number of items completed on Verbal Fluency Test-FAS on item A.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		24mo[2yr]		numeric			14	9.5	± 3.6	10	2	16	53		
SANDD	fas_a	Number of items completed on Verbal Fluency Test-FAS on item A.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		30mo[2.5y]		numeric			46	10.2	± 3.0	10	5	21	11		
SANDD	fas_f	Number of items completed on Verbal Fluency Test-FAS on item F.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		initial/baseline timepoint		numeric			83	10	3.3	10	1	17	139		
SANDD	fas_f	Number of items completed on Verbal Fluency Test-FAS on item F.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	fas_s	Number of items completed on Verbal Fluency Test-FAS on item S.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		initial/baseline timepoint		numeric			83	11.8	3.6	11	2	22	139		
SANDD	fas_s	Number of items completed on Verbal Fluency Test-FAS on item S.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	height_physexam	Participant's height	Anthropometry		initial/baseline timepoint		numeric		inches (in)	160	64.3	6.1	65.4	50	80.5	62		
SANDD	height_physexam	Participant's height	Anthropometry		6-month follow up		numeric		inches (in)	65	62.1	6	63	53	80.5	10		
SANDD	neuro_number	Number of files per ppt in LT's neuropsych spss file.	Clinical Data/Neurobehavioral Assessment		initial/baseline timepoint		numeric			79	1.7	0.5	2	1	2	143		
SANDD	neuro_number	Number of files per ppt in LT's neuropsych spss file.	Clinical Data/Neurobehavioral Assessment		6-month follow up		numeric			-	-	-	-	-	-	75		
SANDD	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: height_physexam and weight_physexam	initial/baseline timepoint		numeric	222	kilograms per meter squared (kg/m2)	160	23.2	5	22.5	15.1	43.4	62		
SANDD	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: height_physexam and weight_physexam	6-month follow up		numeric	75	kilograms per meter squared (kg/m2)	65	22.6	6.1	21	15.3	50.7	10		
SANDD	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: height_physexam and weight_physexam	12 mo[1yr] follow up		numeric	72	kilograms per meter squared (kg/m2)	67	22.9	± 5.1	21.9	15.4	44.4	5		
SANDD	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: height_physexam and weight_physexam	18mo[1.5yr]		numeric	70	kilograms per meter squared (kg/m2)	61	23.7	± 5.7	22.1	15.5	44.6	9		
SANDD	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: height_physexam and weight_physexam	24mo[2yr]		numeric	67	kilograms per meter squared (kg/m2)	59	23.5	± 5.1	21.9	16.6	38	8		
SANDD	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: height_physexam and weight_physexam	30mo[2.5y]		numeric	57	kilograms per meter squared (kg/m2)	46	23.5	± 5.0	21.7	15.7	40.9	11		
