study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
PATS	nsrr_oahi_hp4u	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332
PATS	nsrr_oahi_hp4u	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283
PATS	nsrr_oahi_hp4u	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep	Month-12 Endpoint Visit		numeric		number of events per hour	232	0.4	1.9	0	0	22.1	59
PATS	nsrr_oahi_hp4u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Screening Visit		numeric		number of events per hour	423	2.5	9.1	0.2	0	134.4	132
PATS	nsrr_oahi_hp4u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332
PATS	nsrr_oahi_hp4u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283
PATS	nsrr_oahi_hp4u_pb	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in supine position	Month-12 Endpoint Visit		numeric		number of events per hour	209	0.5	2.1	0	0	24	82
PATS	nsrr_oahi_hp4u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Screening Visit		numeric		number of events per hour	496	2.4	9.7	0.2	0	140	59
PATS	nsrr_oahi_hp4u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332
PATS	nsrr_oahi_hp4u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283
PATS	nsrr_oahi_hp4u_po	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for non-supine sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of sleep in non-supine position	Month-12 Endpoint Visit		numeric		number of events per hour	228	0.5	2	0	0	21.9	63
PATS	nsrr_oahi_hp4u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Screening Visit		numeric		number of events per hour	499	1.8	7.8	0.2	0	113.7	56
PATS	nsrr_oahi_hp4u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332
PATS	nsrr_oahi_hp4u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283
PATS	nsrr_oahi_hp4u_sn	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for NREM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of NREM sleep	Month-12 Endpoint Visit		numeric		number of events per hour	232	0.3	1.7	0	0	23.6	59
PATS	nsrr_oahi_hp4u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Screening Visit		numeric		number of events per hour	496	5.2	13.8	0.6	0	122.6	59
PATS	nsrr_oahi_hp4u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332
PATS	nsrr_oahi_hp4u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283
PATS	nsrr_oahi_hp4u_sr	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index for REM sleep: (Obstructive apneas + hypopneas with >= 4% oxygen desaturation) / hour of REM sleep	Month-12 Endpoint Visit		numeric		number of events per hour	231	1	3.4	0	0	36.2	60
PATS	nsrr_oai	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Screening Visit		numeric		number of events per hour	499	1.2	4.9	0.1	0	74.6	56
PATS	nsrr_oai	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332
PATS	nsrr_oai	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283
PATS	nsrr_oai	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep	Month-12 Endpoint Visit		numeric		number of events per hour	232	0.2	0.9	0	0	10.1	59
PATS	nsrr_phrnumar_f1	Arousal Index: Number of arousals per hour of sleep from polysomnography	Harmonized/Polysomnography/Arousal	Arousal Index: Number of arousals per hour of sleep from polysomnography	Screening Visit		numeric		number of events per hour	499	6.2	3	5.8	1.4	32.2	56
PATS	nsrr_phrnumar_f1	Arousal Index: Number of arousals per hour of sleep from polysomnography	Harmonized/Polysomnography/Arousal	Arousal Index: Number of arousals per hour of sleep from polysomnography	Baseline Visit		numeric		number of events per hour	-	-	-	-	-	-	332
PATS	nsrr_phrnumar_f1	Arousal Index: Number of arousals per hour of sleep from polysomnography	Harmonized/Polysomnography/Arousal	Arousal Index: Number of arousals per hour of sleep from polysomnography	Month-6 Interim Visit		numeric		number of events per hour	-	-	-	-	-	-	283
PATS	nsrr_phrnumar_f1	Arousal Index: Number of arousals per hour of sleep from polysomnography	Harmonized/Polysomnography/Arousal	Arousal Index: Number of arousals per hour of sleep from polysomnography	Month-12 Endpoint Visit		numeric		number of events per hour	232	5.8	2.4	5.5	1.5	18.9	59
PATS	nsrr_avglvlsa	Average oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Saturation	Average oxygen saturation in sleep	Screening Visit		numeric		percent (%)	499	97.3	1.2	97	92	100	56
PATS	nsrr_avglvlsa	Average oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Saturation	Average oxygen saturation in sleep	Baseline Visit		numeric		percent (%)	-	-	-	-	-	-	332
PATS	nsrr_avglvlsa	Average oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Saturation	Average oxygen saturation in sleep	Month-6 Interim Visit		numeric		percent (%)	-	-	-	-	-	-	283
PATS	nsrr_avglvlsa	Average oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Saturation	Average oxygen saturation in sleep	Month-12 Endpoint Visit		numeric		percent (%)	232	97.5	1	98	95	100	59
PATS	nsrr_minlvlsa	Minimum oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Saturation	Minimum oxygen saturation in sleep	Screening Visit		numeric		percent (%)	499	90.1	5	91	61	97	56
PATS	nsrr_minlvlsa	Minimum oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Saturation	Minimum oxygen saturation in sleep	Baseline Visit		numeric		percent (%)	-	-	-	-	-	-	332
PATS	nsrr_minlvlsa	Minimum oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Saturation	Minimum oxygen saturation in sleep	Month-6 Interim Visit		numeric		percent (%)	-	-	-	-	-	-	283
PATS	nsrr_minlvlsa	Minimum oxygen saturation in sleep	Harmonized/Polysomnography/Oxygen Saturation	Minimum oxygen saturation in sleep	Month-12 Endpoint Visit		numeric		percent (%)	232	91.8	3.2	92	80	98	59
PATS	nsrr_ttldursp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Screening Visit		numeric		minutes (min)	499	156.1	59.3	153	0	357	56
PATS	nsrr_ttldursp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Baseline Visit		numeric		minutes (min)	-	-	-	-	-	-	332
PATS	nsrr_ttldursp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Month-6 Interim Visit		numeric		minutes (min)	-	-	-	-	-	-	283
PATS	nsrr_ttldursp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Month-12 Endpoint Visit		numeric		minutes (min)	232	152.9	49.5	156.5	0	322	59
PATS	nsrr_ttlprdsp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Screening Visit		numeric		minutes (min)	499	170.3	73.6	160	0	447	56
PATS	nsrr_ttlprdsp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Baseline Visit		numeric		minutes (min)	-	-	-	-	-	-	332
PATS	nsrr_ttlprdsp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Month-6 Interim Visit		numeric		minutes (min)	-	-	-	-	-	-	283
PATS	nsrr_ttlprdsp_s1sr	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Month-12 Endpoint Visit		numeric		minutes (min)	232	165.1	60.4	162	0	413	59
PATS	anthro_age	Age at anthropometry measurement	Sociodemographics	Age at anthropometry measurement	Screening Visit		numeric		years	-	-	-	-	-	-	555
PATS	anthro_age	Age at anthropometry measurement	Sociodemographics	Age at anthropometry measurement	Baseline Visit		numeric		years	330	6.6	2.3	6.4	3.1	12.9	2
PATS	anthro_age	Age at anthropometry measurement	Sociodemographics	Age at anthropometry measurement	Month-6 Interim Visit		numeric		years	241	7.3	2.3	7.1	3.7	13.3	42
PATS	anthro_age	Age at anthropometry measurement	Sociodemographics	Age at anthropometry measurement	Month-12 Endpoint Visit		numeric		years	272	7.7	2.3	7.4	3.9	13.6	19
PATS	studyinfo_age_at_randomization	Age at randomization	Administrative	Age at randomization	Screening Visit		numeric		years	-	-	-	-	-	-	555
PATS	studyinfo_age_at_randomization	Age at randomization	Administrative	Age at randomization	Baseline Visit		numeric		years	330	6.6	2.3	6.4	3.1	12.9	2
PATS	studyinfo_age_at_randomization	Age at randomization	Administrative	Age at randomization	Month-6 Interim Visit		numeric		years	-	-	-	-	-	-	283
PATS	studyinfo_age_at_randomization	Age at randomization	Administrative	Age at randomization	Month-12 Endpoint Visit		numeric		years	-	-	-	-	-	-	291
PIMECFS	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Study Visit		numeric		kilograms per meter squared (kg/m2)	38	25.9	4.3	25	19.4	37.5	-
PIMECFS	nsrr_age	Subject age	Harmonized/Sociodemographics	Subject age	Study Visit		numeric		years	38	40.3	14	42	19	60	-
PIMECFS	bmi	Body mass index (BMI)	Anthropometry	Body mass index (BMI)	Study Visit		numeric		kilograms per meter squared (kg/m2)	38	25.9	4.3	25	19.4	37.5	-
PIMECFS	hip_avg_daily_mets	The mean metabolic equivalents of task (METs) for all valid days from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean metabolic equivalents of task (METs) for all valid days from the waist-worn device	Study Visit		numeric			21	1.6	0.08	1.6	1.5	1.8	17
PIMECFS	hip_total_3d_counts	The mean of the total (sum) vertical (Y-axis) activity counts per valid day from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean of the total (sum) vertical (Y-axis) activity counts per valid day from the waist-worn device	Study Visit		numeric			21	485474.2	263114.8	451359.2	98843.1	1387192.3	17
PIMECFS	hip_total_steps	The mean of the total steps per valid day from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean of the total steps per valid day from the waist-worn device	Study Visit		numeric			21	5256.8	2731.6	4802.2	503.8	12603.8	17
PIMECFS	hip_total_vertical_counts	The mean of the total (sum) triaxial/vector magnitude activity counts per valid day from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean of the total (sum) triaxial/vector magnitude activity counts per valid day from the waist-worn device	Study Visit		numeric			21	223346.2	152340.6	206394.5	34145.5	724593.9	17
PIMECFS	wrist_total_3d_counts	The mean of the total (sum) triaxial/vector magnitude activity counts per valid day from the wrist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean of the total (sum) triaxial/vector magnitude activity counts per valid day from the wrist-worn device	Study Visit		numeric			21	1847318.7	621722.8	1806542	489858.6	2611701.5	17
PIMECFS	promis_slp_rel_imp_tscore	PROMIS Sleep-Related Impairment: T Score Calculation	Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment	PROMIS Sleep-Related Impairment: T Score Calculation	Study Visit		numeric			35	50.3	12.8	51.6	30	71.9	3
PIMECFS	promis_sleep_dist_tscore	PROMIS Sleep Disturbance Short Form 8a: T Score Calculation	Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance	PROMIS Sleep Disturbance Short Form 8a: T Score Calculation	Study Visit		numeric			38	47.1	10.7	45.3	30.5	74.1	-
PIMECFS	age_at_evaluation	Age at Evaluation	Sociodemographics	Age at Evaluation	Study Visit		numeric		years	38	40.3	14	42	19	60	-
SANDD	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	initial/baseline timepoint		numeric		kilograms per meter squared (kg/m2)	160	23.2	5	22.5	15.1	43.4	62
SANDD	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	6-month follow up		numeric		kilograms per meter squared (kg/m2)	65	22.6	6.1	21	15.3	50.7	10
SANDD	height_physexam	Participant's height	Anthropometry	Participant's height	initial/baseline timepoint		numeric		inches (in)	160	64.3	6.1	65.4	50	80.5	62
SANDD	height_physexam	Participant's height	Anthropometry	Participant's height	6-month follow up		numeric		inches (in)	65	62.1	6	63	53	80.5	10
SANDD	weight_physexam	Participant's weight as recorded on physical exam form during tanner assessment	Anthropometry	Participant's weight as recorded on physical exam form during tanner assessment	initial/baseline timepoint		numeric		pounds (lb)	160	139.3	44.1	137	62.5	274	62
SANDD	weight_physexam	Participant's weight as recorded on physical exam form during tanner assessment	Anthropometry	Participant's weight as recorded on physical exam form during tanner assessment	6-month follow up		numeric		pounds (lb)	65	126.5	44.4	124	64	286	10
SANDD	neuro_number	Number of files per ppt in LT's neuropsych spss file.	Clinical Data/Neurobehavioral Assessment	Number of files per ppt in LT's neuropsych spss file.	initial/baseline timepoint		numeric			79	1.7	0.5	2	1	2	143
SANDD	neuro_number	Number of files per ppt in LT's neuropsych spss file.	Clinical Data/Neurobehavioral Assessment	Number of files per ppt in LT's neuropsych spss file.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc01	Rey Copy: Detail #1.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #1.	initial/baseline timepoint		numeric			82	1.6	0.6	2	0	2	140
SANDD	reyc01	Rey Copy: Detail #1.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #1.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc02	Rey Copy: Detail #2.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #2.	initial/baseline timepoint		numeric			82	1.6	0.5	2	0.5	2	140
SANDD	reyc02	Rey Copy: Detail #2.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #2.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc03	Rey Copy: Detail #3.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #3.	initial/baseline timepoint		numeric			82	1.6	0.6	2	0.5	2	140
SANDD	reyc03	Rey Copy: Detail #3.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #3.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc04	Rey Copy: Detail #4.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #4.	initial/baseline timepoint		numeric			82	1.8	0.5	2	0.5	2	140
SANDD	reyc04	Rey Copy: Detail #4.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #4.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc05	Rey Copy: Detail #5.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #5.	initial/baseline timepoint		numeric			82	1.7	0.5	2	0	2	140
SANDD	reyc05	Rey Copy: Detail #5.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #5.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc06	Rey Copy: Detail #6.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #6.	initial/baseline timepoint		numeric			82	1.6	0.5	2	0.5	2	140
SANDD	reyc06	Rey Copy: Detail #6.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #6.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc07	Rey Copy: Detail #7.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #7.	initial/baseline timepoint		numeric			82	1.3	1	2	0	2	140
SANDD	reyc07	Rey Copy: Detail #7.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #7.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc08	Rey Copy: Detail #8.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #8.	initial/baseline timepoint		numeric			82	1.7	0.5	2	0.5	2	140
SANDD	reyc08	Rey Copy: Detail #8.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #8.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc09	Rey Copy: Detail #9.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #9.	initial/baseline timepoint		numeric			82	1.6	0.5	2	0	2	140
SANDD	reyc09	Rey Copy: Detail #9.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #9.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc10	Rey Copy: Detail #10.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #10.	initial/baseline timepoint		numeric			82	1.9	0.4	2	0	2	140
SANDD	reyc10	Rey Copy: Detail #10.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #10.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc11	Rey Copy: Detail #11.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #11.	initial/baseline timepoint		numeric			82	1.7	0.4	2	1	2	140
SANDD	reyc11	Rey Copy: Detail #11.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #11.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc12	Rey Copy: Detail #12.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #12.	initial/baseline timepoint		numeric			82	1.8	0.4	2	1	2	140
SANDD	reyc12	Rey Copy: Detail #12.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #12.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc13	Rey Copy: Detail #13.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #13.	initial/baseline timepoint		numeric			82	1.7	0.5	2	0.5	2	140
SANDD	reyc13	Rey Copy: Detail #13.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #13.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc14	Rey Copy: Detail #14.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #14.	initial/baseline timepoint		numeric			82	1.5	0.5	2	0	2	140
SANDD	reyc14	Rey Copy: Detail #14.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #14.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc15	Rey Copy: Detail #15.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #15.	initial/baseline timepoint		numeric			82	1.9	0.4	2	1	2	140
SANDD	reyc15	Rey Copy: Detail #15.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #15.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc16	Rey Copy: Detail #16.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #16.	initial/baseline timepoint		numeric			82	1.8	0.4	2	0	2	140
SANDD	reyc16	Rey Copy: Detail #16.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #16.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc17	Rey Copy: Detail #17.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #17.	initial/baseline timepoint		numeric			82	1.8	0.4	2	0.5	2	140
SANDD	reyc17	Rey Copy: Detail #17.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #17.	6-month follow up		numeric			-	-	-	-	-	-	75
SANDD	reyc18	Rey Copy: Detail #18.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy: Detail #18.	initial/baseline timepoint		numeric			82	1.6	0.5	2	0.5	2	140
