study_name	variable_name	variable_label	folder	description	visit	domain	type
MSP	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
MSP	nsrr_ahi_hp3r_aasm15	nsrr_ahi_hp3r_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep			numeric
MSP	nsrr_effsp_f1	nsrr_effsp_f1Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Efficiency: the ratio of total sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from polysomnography			numeric
MSP	nsrr_pctdursp_s3_f1	nsrr_pctdursp_s3_f1Percentage of total sleep duration (i.e., total sleep time, TST) in Stage 3/4 from type I polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in Stage 3/4 from type I polysomnography			numeric
MSP	nsrr_pctdursp_sr_f1	nsrr_pctdursp_sr_f1Percentage of total sleep duration (i.e., total sleep time, TST) in REM sleep from type I polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in REM sleep from type I polysomnography			numeric
MSP	nsrr_ttldursp_f1	nsrr_ttldursp_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
MSP	mat_bmi	mat_bmiMaternal body mass index (BMI) at time of PSG	Anthropometry	Maternal body mass index (BMI) at time of PSG			numeric
MSP	mat_wght	mat_wghtMaternal weight at time of PSG	Anthropometry	Maternal weight at time of PSG			numeric
MSP	gatest	gatestGestational age of fetus at time of PSG	Medical History/Reproductive Health	Gestational age of fetus at time of PSG			numeric
MSP	ahi1	ahi1Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography			numeric
MSP	se	seSleep Efficiency: the ratio of sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from type I polysomnography	Sleep Monitoring/Polysomnography/Sleep Architecture	Sleep Efficiency: the ratio of sleep duration (i.e., total sleep time) to in-bed period (i.e., time in bed) from type I polysomnography			numeric
MSP	tst	tstTotal sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography/Sleep Architecture	Total sleep duration from type I polysomnography			numeric
MSP	tstdeep	tstdeepPercentage of total sleep duration (i.e., total sleep time, TST) in Stage 3/4 from type I polysomnography	Sleep Monitoring/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in Stage 3/4 from type I polysomnography			numeric
MSP	tstrem	tstremPercentage of total sleep duration (i.e., total sleep time, TST) in REM from type I polysomnography	Sleep Monitoring/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in REM from type I polysomnography			numeric
NCHSDB	filename_id	filename_idFilename ID to match with sleep study data	Administrative	Filename ID to match with sleep study data			text
NCHSDB	sleep_study_id	sleep_study_idNCHSDB Sleep Study ID	Administrative	NCHSDB Sleep Study ID			identifier
NCHSDB	study_pat_id	study_pat_idNCHSDB Subject ID	Administrative	NCHSDB Subject ID			identifier
NCHSDB	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
NCHSDB	bmi	bmiBody mass index (BMI)	Anthropometry	Body mass index (BMI)			numeric
NCHSDB	bmi_offset	bmi_offsetDifference between date of body mass index (BMI) measurement and sleep test	Anthropometry	Difference between date of body mass index (BMI) measurement and sleep test			numeric
NCHSDB	bmipct	bmipctBody mass index (BMI) percentile	Anthropometry	Body mass index (BMI) percentile			numeric
NCHSDB	bmipct_offset	bmipct_offsetDifference between date of body mass index (BMI) percentile measurement and sleep test	Anthropometry	Difference between date of body mass index (BMI) percentile measurement and sleep test			numeric
NCHSDB	bp_diastolic	bp_diastolicSingle measure of seated diastolic blood pressure closest to the sleep test	Clinical Data/Vital Signs/Seated Blood Pressure	Single measure of seated diastolic blood pressure closest to the sleep test			numeric
NCHSDB	bp_offset	bp_offsetDifference between date of systolic and diastolic blood pressure measurements and sleep test	Clinical Data/Vital Signs/Seated Blood Pressure	Difference between date of systolic and diastolic blood pressure measurements and sleep test			numeric
NCHSDB	bp_systolic	bp_systolicSingle measure of seated systolic blood pressure closest to the sleep test	Clinical Data/Vital Signs/Seated Blood Pressure	Single measure of seated systolic blood pressure closest to the sleep test			numeric
NCHSDB	age_at_sleep_study_days	age_at_sleep_study_daysThe age of the patient in days at the time of the sleep study	Demographics	The age of the patient in days at the time of the sleep study			integer
NCHSDB	birth_date	birth_dateDate of birth	Demographics	Date of birth			date
NFS	nsrrid	nsrridNSRR subject identifier	Administrative	NSRR subject identifier			identifier
NFS	subj_id	subj_idNFS Subject ID	Administrative	NFS Subject ID			identifier
NFS	ho_totalscore	ho_totalscoreHorne-Ostberg Morningness-Eveningness Questionnaire: Total score	Sleep Questionnaires/Chronotype	Horne-Ostberg Morningness-Eveningness Questionnaire: Total score			numeric
NFS	csrqtotalscore	csrqtotalscoreThe Chronic Sleep Reduction Questionnaire: Total score	Sleep Questionnaires/Sleep Disturbance	The Chronic Sleep Reduction Questionnaire: Total score			numeric
NUMOM2B	age_at_stdydt	age_at_stdydtAge (years) at sleep study visit date	Demographics	Age (years) at sleep study visit date		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	integer
NUMOM2B	ga_at_stdydt	ga_at_stdydtGestational age (weeks) at sleep study visit date	Demographics	Gestational age (weeks) at sleep study visit date		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
NUMOM2B	nsrr_ahi_hp4u_aasm15	nsrr_ahi_hp4u_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of estimated sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of estimated sleep			numeric
NUMOM2B	nsrr_ttldursp_f1	nsrr_ttldursp_f1Total sleep duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total sleep duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
NUMOM2B	ahi_ap0nhp3x3n_f1t3	ahi_ap0nhp3x3n_f1t3Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	ahi_ap0nhp3x4n_f1t3	ahi_ap0nhp3x4n_f1t3Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	ahi_ap0nhp3x5x4nhp5x3n_f1t3	ahi_ap0nhp3x5x4nhp5x3n_f1t3Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used, hypopneas with 30%-50% flow reduction and with >= 4% oxygen desaturation, and hypopneas with > 50% flow reduction with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used, hypopneas with 30%-50% flow reduction and with >= 4% oxygen desaturation, and hypopneas with > 50% flow reduction with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	oahi_oa0nhp3x3n_f1t3	oahi_oa0nhp3x3n_f1t3Obstructive Apnea-Hypopnea Index: (All obstructive apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index: (All obstructive apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	oahi_oa0nhp3x4n_f1t3	oahi_oa0nhp3x4n_f1t3Obstructive Apnea-Hypopnea Index: (All obstructive apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index: (All obstructive apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	avglvlhr_f1t3	avglvlhr_f1t3Average heart rate during the total estimated sleep duration from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Heart Rate	Average heart rate during the total estimated sleep duration from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	integer
NUMOM2B	pctdursp_salt90_f1t3	pctdursp_salt90_f1t3Percentage of total estimated sleep duration with < 90% oxygen saturation from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Oxygen Saturation	Percentage of total estimated sleep duration with < 90% oxygen saturation from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	ttldursp_f1t3	ttldursp_f1t3Total estimated sleep duration: the interval between sleep onset time and lights on/out-bed time while the participant is asleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Sleep Architecture	Total estimated sleep duration: the interval between sleep onset time and lights on/out-bed time while the participant is asleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	integer
NUMOM2B	ttldurws_f1t3	ttldurws_f1t3Wake After Sleep Onset: the total duration between sleep onset and lights-on/out-bed time while being awake from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Sleep Architecture	Wake After Sleep Onset: the total duration between sleep onset and lights-on/out-bed time while being awake from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	ttleffbd_f1t3	ttleffbd_f1t3Sleep Efficiency: the proportion of estimated sleep duration in in-bed period from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Sleep Architecture	Sleep Efficiency: the proportion of estimated sleep duration in in-bed period from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	ttlprdbd_f1t3	ttlprdbd_f1t3Total In-Bed Period: the interval between lights out/in-bed time and lights off/out-bed time from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Sleep Architecture	Total In-Bed Period: the interval between lights out/in-bed time and lights off/out-bed time from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	integer
NUMOM2B	alerthyposleep_f1t3	alerthyposleep_f1t3b2b. O2 sat during sleep <90% for >10% of sleep time	Sleep Monitoring/Polysomnography/Administrative	b2b. O2 sat during sleep <90% for >10% of sleep time		0:No|1:Yes	choices
NUMOM2B	artifact_f1t3	artifact_f1t3Total Artifact Time (Unscorable)	Sleep Monitoring/Polysomnography/Administrative	Total Artifact Time (Unscorable)		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	totalmin_f1t3	totalmin_f1t3B6. Total Recording Time (minutes)	Sleep Monitoring/Polysomnography/Administrative	B6. Total Recording Time (minutes)		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	integer
NUMOM2B	ahi_ap0nhp3x0n_f1t3	ahi_ap0nhp3x0n_f1t3Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with no oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used + hypopneas with > 30% flow reduction and with no oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	ahi_ap2nhp3x2n_f1t3	ahi_ap2nhp3x2n_f1t3Apnea-Hypopnea Index: (All apneas with >= 2% oxygen desaturation + hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas with >= 2% oxygen desaturation + hypopneas with > 30% flow reduction and with >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	ahi_ap3nhp3x3n_f1t3	ahi_ap3nhp3x3n_f1t3Apnea-Hypopnea Index: (All apneas with >= 3% oxygen desaturation + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas with >= 3% oxygen desaturation + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	ahi_ap4nhp3x4n_f1t3	ahi_ap4nhp3x4n_f1t3Apnea-Hypopnea Index: (All apneas with >= 4% oxygen desaturation + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas with >= 4% oxygen desaturation + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	ahi_ap5nhp3x5n_f1t3	ahi_ap5nhp3x5n_f1t3Apnea-Hypopnea Index: (All apneas with >= 5% oxygen desaturation + hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas with >= 5% oxygen desaturation + hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_ca0n_f1t3	cai_ca0n_f1t3Central Apnea Index: (Central apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index: (Central apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_ca4n_f1t3	cai_ca4n_f1t3Central Apnea Index: (Central apneas with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index: (Central apneas with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_pb_ca0n_f1t3	cai_pb_ca0n_f1t3Central Apnea Index (Supine): (Central apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Supine): (Central apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_pb_ca2n_f1t3	cai_pb_ca2n_f1t3Central Apnea Index (Supine): (Central apneas with >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Supine): (Central apneas with >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_pb_ca3n_f1t3	cai_pb_ca3n_f1t3Central Apnea Index (Supine): (Central apneas with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Supine): (Central apneas with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_pb_ca4n_f1t3	cai_pb_ca4n_f1t3Central Apnea Index (Supine): (Central apneas with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Supine): (Central apneas with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_pb_ca5n_f1t3	cai_pb_ca5n_f1t3Central Apnea Index (Supine): (Central apneas with >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Supine): (Central apneas with >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_po_ca0n_f1t3	cai_po_ca0n_f1t3Central Apnea Index (Non-Supine): (Central apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Non-Supine): (Central apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_po_ca2n_f1t3	cai_po_ca2n_f1t3Central Apnea Index (Non-Supine): (Central apneas with >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Non-Supine): (Central apneas with >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_po_ca3n_f1t3	cai_po_ca3n_f1t3Central Apnea Index (Non-Supine): (Central apneas with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Non-Supine): (Central apneas with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_po_ca4n_f1t3	cai_po_ca4n_f1t3Central Apnea Index (Non-Supine): (Central apneas with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Non-Supine): (Central apneas with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	cai_po_ca5n_f1t3	cai_po_ca5n_f1t3Central Apnea Index (Non-Supine): (Central apneas with >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index (Non-Supine): (Central apneas with >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_hp3x5x0n_f1t3	hi_hp3x5x0n_f1t3Hypopnea Index: (Hypopneas with 30 - 50% flow reduction and no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index: (Hypopneas with 30 - 50% flow reduction and no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_pb_hp3x0n_f1t3	hi_pb_hp3x0n_f1t3Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_pb_hp3x2n_f1t3	hi_pb_hp3x2n_f1t3Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_pb_hp3x3n_f1t3	hi_pb_hp3x3n_f1t3Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_pb_hp3x4n_f1t3	hi_pb_hp3x4n_f1t3Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_pb_hp3x5n_f1t3	hi_pb_hp3x5n_f1t3Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Supine): (Hypopneas with > 30% flow reduction and >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_pb_hp5x2n_f1t3	hi_pb_hp5x2n_f1t3Hypopnea Index (Supine): (Hypopneas with > 50% flow reduction and >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Supine): (Hypopneas with > 50% flow reduction and >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_pb_hp5x3n_f1t3	hi_pb_hp5x3n_f1t3Hypopnea Index (Supine): (Hypopneas with > 50% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Supine): (Hypopneas with > 50% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_pb_hp5x4n_f1t3	hi_pb_hp5x4n_f1t3Hypopnea Index (Supine): (Hypopneas with > 50% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Supine): (Hypopneas with > 50% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
