study_name	variable_name	variable_label	folder	description	visit	domain	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
SOF	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Visit 8		numeric		kilograms per square meter	451	27.7	4.6	27.1	18.5	40.5	10
SOF	nsrr_bp_diastolic	nsrr_bp_diastolicDiastolic blood pressure	Harmonized/Clinical Data	Diastolic blood pressure	Visit 8		numeric		millimeters of mercury	407	71.7	9.7	72.0	32.0	98.0	54
SOF	nsrr_bp_systolic	nsrr_bp_systolicSystolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Visit 8		numeric		millimeters of mercury	407	135.7	16.9	132.0	90.0	198.0	54
SOF	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age	Visit 8		numeric		years	455	82.9	3.2	82.0	75.0	90.0	6
SOF	nsrr_race	nsrr_raceSubject race	Harmonized/Demographics	Subject race			choices									
SOF	nsrr_sex	nsrr_sexSubject sex	Harmonized/Demographics	Subject sex			choices									
SOF	nsrr_current_smoker	nsrr_current_smokerCurrently smoking cigarettes	Harmonized/Lifestyle and Behavioral Health	Currently smoking cigarettes			choices									
SOF	nsrr_ahi_hp3u	nsrr_ahi_hp3uApnea-Hypopnea Index: (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Visit 8		numeric		events per hour	461	16.3	15.4	11.8	0.0	89.9	-
SOF	nsrr_ahi_hp4r	nsrr_ahi_hp4rApnea-Hypopnea Index: (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	Visit 8		numeric		events per hour	461	12.3	12.0	8.4	0.0	73.9	-
SOF	nsrr_phrnumar_f1	nsrr_phrnumar_f1Arousal Index: Number of arousals per hour of sleep from polysomnography	Harmonized/Polysomnography/Arousal	Arousal Index: Number of arousals per hour of sleep from polysomnography	Visit 8		numeric		events per hour	456	20.7	12.0	18.0	2.4	75.1	5
SOF	nsrr_flag_spsw	nsrr_flag_spswStudy scored sleep/wake rather than with full sleep staging if there is not sufficient quality on EEG lead. Studies scored as sleep wake have all sleep stages scored using a default of Stage 2 and no arousals are scored.	Harmonized/Polysomnography/Signal Quality	Study scored sleep/wake rather than with full sleep staging if there is not sufficient quality on EEG lead. Studies scored as sleep wake have all sleep stages scored using a default of Stage 2 and no arousals are scored.			choices									
SOF	nsrr_ttldursp_s1s4	nsrr_ttldursp_s1s4REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep excluding wake	Visit 8		numeric		minutes (min)	461	79.1	55.0	64.0	0.0	420.0	-
SOF	nsrr_ttlprdsp_s1sr	nsrr_ttlprdsp_s1srREM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Harmonized/Polysomnography/Sleep Architecture	REM Sleep Latency: the interval between the first sleep epoch and REM sleep including wake	Visit 8		numeric		minutes (min)	461	110.3	83.2	79.0	0.0	469.0	-
SOF	ahi_a0h3	ahi_a0h3Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	16.3	15.4	11.8	0.0	89.9	-
SOF	ahi_a0h3	ahi_a0h3Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	18.5	16.9	14.4	0.1	80.5	-
SOF	ahi_a0h4a	ahi_a0h4aApnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	12.3	12.0	8.4	0.0	73.8	-
SOF	ahi_a0h4a	ahi_a0h4aApnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: (Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	14.2	13.0	9.9	0.0	66.8	-
SOF	ahi_c0h3	ahi_c0h3Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	12.8	12.0	9.2	0.0	74.9	-
SOF	ahi_c0h3	ahi_c0h3Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	14.4	12.6	10.6	0.0	55.8	-
SOF	ahi_c0h4a	ahi_c0h4aCentral Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	10.6	10.1	7.7	0.0	73.8	-
SOF	ahi_c0h4a	ahi_c0h4aCentral Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	12.4	10.9	8.8	0.0	54.7	-
SOF	ahi_o0h3	ahi_o0h3Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	15.8	14.9	11.7	0.0	89.9	-
SOF	ahi_o0h3	ahi_o0h3Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	18.1	16.7	13.8	0.0	80.5	-
SOF	ahi_o0h4a	ahi_o0h4aObstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	12.3	11.8	8.4	0.0	72.5	-
SOF	ahi_o0h4a	ahi_o0h4aObstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or with arousal) / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	14.1	12.9	9.9	0.0	66.6	-
SOF	cai0p	cai0pCentral Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	0.4	3.0	0.0	0.0	59.3	-
SOF	cai0p	cai0pCentral Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	0.4	1.2	0.0	0.0	10.9	-
SOF	oai0p	oai0pObstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	3.5	6.8	0.8	0.0	66.2	-
SOF	oai0p	oai0pObstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	4.1	8.0	0.6	0.0	45.3	-
SOF	rdi0p	rdi0pApnea-Hypopnea Index: Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with no oxygen desaturation used and with or without arousal / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with no oxygen desaturation used and with or without arousal / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	26.7	18.1	22.7	0.4	94.1	-
SOF	rdi0p	rdi0pApnea-Hypopnea Index: Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with no oxygen desaturation used and with or without arousal / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: Apneas with no oxygen desaturation threshold used and with or without arousal+ hypopneas with > 30% flow reduction and with no oxygen desaturation used and with or without arousal / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	29.9	19.7	26.7	0.4	83.4	-
SOF	rdi3p	rdi3pApnea-Hypopnea Index: Apneas with >=3% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >=3% oxygen desaturation and with or without arousal / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: Apneas with >=3% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >=3% oxygen desaturation and with or without arousal / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	15.7	15.1	11.4	0.0	89.3	-
SOF	rdi3p	rdi3pApnea-Hypopnea Index: Apneas with >=3% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >=3% oxygen desaturation and with or without arousal / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: Apneas with >=3% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >=3% oxygen desaturation and with or without arousal / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	17.7	16.4	13.5	0.1	80.1	-
SOF	rdi3pa	rdi3paApnea-Hypopnea Index: Apneas with >=3% oxygen desaturation or with arousal+ hypopneas with > 30% flow reduction and >=3% oxygen desaturation or with arousal / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: Apneas with >=3% oxygen desaturation or with arousal+ hypopneas with > 30% flow reduction and >=3% oxygen desaturation or with arousal / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	456	18.0	15.6	13.3	0.0	90.5	5
SOF	rdi3pa	rdi3paApnea-Hypopnea Index: Apneas with >=3% oxygen desaturation or with arousal+ hypopneas with > 30% flow reduction and >=3% oxygen desaturation or with arousal / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: Apneas with >=3% oxygen desaturation or with arousal+ hypopneas with > 30% flow reduction and >=3% oxygen desaturation or with arousal / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	129	20.8	17.4	16.3	0.2	80.9	1
SOF	rdi4p	rdi4pApnea-Hypopnea Index: Apneas with >=4% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >=4% oxygen desaturation and with or without arousal / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: Apneas with >=4% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >=4% oxygen desaturation and with or without arousal / hour of sleep from type II polysomnography	Visit 8		numeric		events per hour	461	10.0	12.4	6.2	0.0	77.6	-
SOF	rdi4p	rdi4pApnea-Hypopnea Index: Apneas with >=4% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >=4% oxygen desaturation and with or without arousal / hour of sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index: Apneas with >=4% oxygen desaturation and with or without arousal+ hypopneas with > 30% flow reduction and >=4% oxygen desaturation and with or without arousal / hour of sleep from type II polysomnography	85 years or older		numeric		events per hour	130	11.2	13.3	7.1	0.0	74.5	-
SOF	noplm	noplmTotal number of periodic limb movements in sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Limb Movements	Total number of periodic limb movements in sleep from type II polysomnography	Visit 8		numeric		limb movements	455	160.8	177.2	94.0	0.0	982.0	6
SOF	noplm	noplmTotal number of periodic limb movements in sleep from type II polysomnography	Sleep Monitoring/Polysomnography/Limb Movements	Total number of periodic limb movements in sleep from type II polysomnography	85 years or older		numeric		limb movements	128	188.9	192.2	139.5	0.0	982.0	2
SOF	plmaslp	plmaslpTotal number of periodic limb movements with arousal from type II polysomnography	Sleep Monitoring/Polysomnography/Limb Movements	Total number of periodic limb movements with arousal from type II polysomnography	Visit 8		numeric		periodic limb movements	455	22.2	31.9	10.0	0.0	208.0	6
SOF	plmaslp	plmaslpTotal number of periodic limb movements with arousal from type II polysomnography	Sleep Monitoring/Polysomnography/Limb Movements	Total number of periodic limb movements with arousal from type II polysomnography	85 years or older		numeric		periodic limb movements	128	29.0	36.5	15.5	0.0	186.0	2
SOF	avgsat	avgsatAverage oxygen saturation during total sleep duration from type II polysomnography	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during total sleep duration from type II polysomnography	Visit 8		numeric		percent (%)	461	93.9	1.7	94.0	86.3	97.9	-
SOF	avgsat	avgsatAverage oxygen saturation during total sleep duration from type II polysomnography	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during total sleep duration from type II polysomnography	85 years or older		numeric		percent (%)	130	93.6	1.6	93.8	89.3	97.0	-
SOF	minsat	minsatMinimum oxygen saturation during total sleep duration from type II polysomnography	Sleep Monitoring/Polysomnography/Oxygen Saturation	Minimum oxygen saturation during total sleep duration from type II polysomnography	Visit 8		numeric		percent (%)	461	84.4	5.4	86.0	55.0	93.0	-
SOF	minsat	minsatMinimum oxygen saturation during total sleep duration from type II polysomnography	Sleep Monitoring/Polysomnography/Oxygen Saturation	Minimum oxygen saturation during total sleep duration from type II polysomnography	85 years or older		numeric		percent (%)	130	84.1	5.3	85.0	66.0	93.0	-
SOF	longap	longapMaximum duration of apnea from type II polysomnography	Sleep Monitoring/Polysomnography/Respiratory Event Lengths	Maximum duration of apnea from type II polysomnography	Visit 8		numeric		seconds (s)	461	31.8	24.7	28.2	0.0	145.4	-
SOF	longap	longapMaximum duration of apnea from type II polysomnography	Sleep Monitoring/Polysomnography/Respiratory Event Lengths	Maximum duration of apnea from type II polysomnography	85 years or older		numeric		seconds (s)	130	31.8	25.4	28.6	0.0	143.3	-
SOF	longhyp	longhypMaximum duration of hypopnea associated with > 30% flow reduction and > 0% oxygen desaturation and with or without arousal from type II polysomnography	Sleep Monitoring/Polysomnography/Respiratory Event Lengths	Maximum duration of hypopnea associated with > 30% flow reduction and > 0% oxygen desaturation and with or without arousal from type II polysomnography	Visit 8		numeric		seconds (s)	461	69.1	27.2	64.5	0.0	167.9	-
SOF	longhyp	longhypMaximum duration of hypopnea associated with > 30% flow reduction and > 0% oxygen desaturation and with or without arousal from type II polysomnography	Sleep Monitoring/Polysomnography/Respiratory Event Lengths	Maximum duration of hypopnea associated with > 30% flow reduction and > 0% oxygen desaturation and with or without arousal from type II polysomnography	85 years or older		numeric		seconds (s)	130	68.6	27.9	64.2	0.0	167.5	-
SOF	oavgdur	oavgdurAverage duration of obstructive apnea from type II polysomnography	Sleep Monitoring/Polysomnography/Respiratory Event Lengths	Average duration of obstructive apnea from type II polysomnography	Visit 8		numeric		seconds (s)	461	19.1	12.2	21.1	0.0	62.2	-
SOF	oavgdur	oavgdurAverage duration of obstructive apnea from type II polysomnography	Sleep Monitoring/Polysomnography/Respiratory Event Lengths	Average duration of obstructive apnea from type II polysomnography	85 years or older		numeric		seconds (s)	130	18.5	13.3	21.5	0.0	62.2	-
SOF	overall	overallOverall study grade	Sleep Monitoring/Polysomnography/Signal Quality	Overall study grade			choices									
SOF	oximdur	oximdurHours of usable oximetry	Sleep Monitoring/Polysomnography/Signal Quality	Hours of usable oximetry	Visit 8		numeric		hours (h)	461	7.3	1.4	7.0	2.0	12.0	-
SOF	oximdur	oximdurHours of usable oximetry	Sleep Monitoring/Polysomnography/Signal Quality	Hours of usable oximetry	85 years or older		numeric		hours (h)	130	7.3	1.5	7.0	4.0	11.0	-
SOF	posn	posnPosition sensor working	Sleep Monitoring/Polysomnography/Signal Quality	Position sensor working			choices									
SOF	quoxim	quoximQuality of oximetry	Sleep Monitoring/Polysomnography/Signal Quality	Quality of oximetry			choices									
SOF	visit	visitVisit number	Administrative	Visit number			choices									
SOF	v8bmi	v8bmiBody Mass Index (BMI)	Anthropometry	Body Mass Index (BMI)	Visit 8		numeric		kilograms per meter squared (kg/m2)	451	27.7	4.6	27.1	18.5	40.5	10
SOF	v8bmi	v8bmiBody Mass Index (BMI)	Anthropometry	Body Mass Index (BMI)	85 years or older		numeric		kilograms per meter squared (kg/m2)	128	27.2	4.6	26.6	18.7	38.0	2
SOF	v8hght	v8hghtHeight	Anthropometry	Height	Visit 8		numeric		millimeters (mm)	446	156.3	5.5	156.4	141.5	169.8	15
SOF	v8hght	v8hghtHeight	Anthropometry	Height	85 years or older		numeric		millimeters (mm)	128	154.7	5.6	155.0	142.1	167.6	2
SOF	v8wght	v8wghtWeight	Anthropometry	Weight	Visit 8		numeric		kilograms (kg)	438	67.5	11.8	66.0	43.0	101.1	23
SOF	v8wght	v8wghtWeight	Anthropometry	Weight	85 years or older		numeric		kilograms (kg)	126	65.0	11.9	63.5	45.0	97.0	4
SOF	v8brstca	v8brstcaIndicators of occurrence of breast cancer	Clinical Data/Incident Outcomes	Indicators of occurrence of breast cancer			numeric									
SOF	v8dthash	v8dthashAtherosclerosis cardio death	Clinical Data/Incident Outcomes/Cardiovascular Diseases	Atherosclerosis cardio death			choices									
SOF	v8dthchd	v8dthchdIschemic heart disease (IHD) death	Clinical Data/Incident Outcomes/Cardiovascular Diseases	Ischemic heart disease (IHD) death			choices									
SOF	v8dthstk	v8dthstkStroke death	Clinical Data/Incident Outcomes/Cardiovascular Diseases	Stroke death			choices									
SOF	v8dthsud	v8dthsudIschemic heart disease (IHD) and sudden death	Clinical Data/Incident Outcomes/Cardiovascular Diseases	Ischemic heart disease (IHD) and sudden death			choices									
SOF	v8ppls	v8pplsAverage pulse	Clinical Data/Vital Signs	Average pulse	Visit 8		numeric		beats per minute (bpm)	461	69.3	8.7	69.0	39.0	102.0	-
SOF	v8ppls	v8pplsAverage pulse	Clinical Data/Vital Signs	Average pulse	85 years or older		numeric		beats per minute (bpm)	130	68.5	8.6	68.0	39.0	90.0	-
SOF	v8lbpdia	v8lbpdiaDiastolic blood pressure (DBP) sitting down from Visit 8	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure (DBP) sitting down from Visit 8	Visit 8		numeric		millimeters of mercury (mmHg)	407	71.7	9.7	72.0	32.0	98.0	54
SOF	v8lbpdia	v8lbpdiaDiastolic blood pressure (DBP) sitting down from Visit 8	Clinical Data/Vital Signs/Seated Blood Pressure	Diastolic blood pressure (DBP) sitting down from Visit 8	85 years or older		numeric		millimeters of mercury (mmHg)	119	71.9	8.7	70.0	40.0	94.0	11
SOF	v8lbpsys	v8lbpsysSystolic blood pressure (SBP) sitting down from Visit 8	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure (SBP) sitting down from Visit 8	Visit 8		numeric		millimeters of mercury (mmHg)	407	135.7	16.9	132.0	90.0	198.0	54
SOF	v8lbpsys	v8lbpsysSystolic blood pressure (SBP) sitting down from Visit 8	Clinical Data/Vital Signs/Seated Blood Pressure	Systolic blood pressure (SBP) sitting down from Visit 8	85 years or older		numeric		millimeters of mercury (mmHg)	119	134.6	17.9	132.0	90.0	180.0	11
SOF	race	raceRace	Demographics	Race			choices									
SOF	v8age	v8ageAge of participant	Demographics	Age of participant	Visit 8		numeric		years	455	82.9	3.2	82.0	75.0	90.0	6
SOF	v8age	v8ageAge of participant	Demographics	Age of participant	85 years or older		numeric		years	130	86.9	1.8	86.0	85.0	90.0	-
SOF	v8dr30	v8dr30During the last 30 days, have you had at least one drink of any kind of alcoholic beverage? (Including beer, wine, or mixed drinks such as martinis or manhattans.)	Lifestyle and Behavioral Health	During the last 30 days, have you had at least one drink of any kind of alcoholic beverage? (Including beer, wine, or mixed drinks such as martinis or manhattans.)			choices									
SOF	v8drwk30	v8drwk30Which one of these statements comes closest to describing how often you drank any alcoholic beverages in the last 30 days?	Lifestyle and Behavioral Health	Which one of these statements comes closest to describing how often you drank any alcoholic beverages in the last 30 days?	Visit 8		numeric		drinks	461	1.0	2.8	0.0	0.0	21.0	-
SOF	v8drwk30	v8drwk30Which one of these statements comes closest to describing how often you drank any alcoholic beverages in the last 30 days?	Lifestyle and Behavioral Health	Which one of these statements comes closest to describing how often you drank any alcoholic beverages in the last 30 days?	85 years or older		numeric		drinks	130	0.7	2.4	0.0	0.0	21.0	-
SOF	v8smok	v8smokDo you currently smoke cigarettes?	Lifestyle and Behavioral Health	Do you currently smoke cigarettes?			choices									
STAGES	dem_0800	dem_0800Body mass index (BMI)	Anthropometry	Body mass index (BMI)			numeric									
STAGES	dem_0500	dem_0500Participant's sex	Demographics	Participant's sex			choices									
STAGES	dem_0900	dem_0900Participant's ethnicity (hispanic or latino)	Demographics	Participant's ethnicity (hispanic or latino)			choices									
STAGES	dem_0910	dem_0910Participant's ethnicity (sub hispanic or latino origin)	Demographics	Participant's ethnicity (sub hispanic or latino origin)			choices									
STAGES	dem_1000	dem_1000Participant's race (main)	Demographics	Participant's race (main)			choices									
STAGES	modified_dem_0110	modified_dem_0110Participant's age	Demographics	Participant's age			integer									
STAGES	nsrr_bmi	nsrr_bmiBody mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)			numeric		kilograms per square meter							
STAGES	nsrr_age	nsrr_ageSubject age	Harmonized/Demographics	Subject age			numeric		years							
STAGES	nsrr_ethnicity	nsrr_ethnicitySubject ethnicity	Harmonized/Demographics	Subject ethnicity			choices									
STAGES	nsrr_race	nsrr_raceSubject race	Harmonized/Demographics	Subject race			choices									
STAGES	nsrr_sex	nsrr_sexSubject sex	Harmonized/Demographics	Subject sex			choices									
STAGES	nsrr_current_smoker	nsrr_current_smokerCurrently smoking cigarettes	Harmonized/Lifestyle and Behavioral Health	Currently smoking cigarettes			choices									
STAGES	nsrr_ever_smoker	nsrr_ever_smokerEver smoked cigarettes	Harmonized/Lifestyle and Behavioral Health	Ever smoked cigarettes			choices									
STAGES	visitcode	visitcodeSTAGES Visit	Administrative	STAGES Visit			choices									
STAGES	dem_0600	dem_0600Height in feet	Anthropometry	Height in feet			integer		feet							
STAGES	dem_0610	dem_0610Height in inches	Anthropometry	Height in inches			integer		inches							
STAGES	dem_0700	dem_0700Weight in pounds	Anthropometry	Weight in pounds			integer		pounds							
STAGES	dem_0100	dem_0100Participant's year of birth	Demographics	Participant's year of birth			integer									
STAGES	dem_1010	dem_1010Participant's race (sub)	Demographics	Participant's race (sub)			choices									
STAGES	dem_1100	dem_1100English as native language	Demographics/Acculturation	English as native language			choices									
STAGES	dem_1120	dem_1120Participant's proficiency in English	Demographics/Acculturation	Participant's proficiency in English			choices									
STAGES	sched_0100	sched_0100Level of school	Demographics/Education	Level of school			choices									
STAGES	sched_0200	sched_0200Days per week in school	Demographics/Education	Days per week in school			integer									
STAGES	sched_0500	sched_0500Regular or Irregular Work Schedule	Demographics/Employment	Regular or Irregular Work Schedule			choices									
STAGES	sched_0600	sched_0600Days per week at work	Demographics/Employment	Days per week at work			integer		days per week							
STAGES	sched_2100	sched_2100How often change work shifts	Demographics/Employment	How often change work shifts			choices									
STAGES	bthbts_0500	bthbts_0500Number of people living in your household	Demographics/Household Makeup	Number of people living in your household			integer		count							
