study_name	variable_name	variable_label	bdchm_class	CURIE	folder	description	domain	type
SOF	v6sohrt	v6sohrt			Has a doctor or other health care provider ever told you that you have other heart disease?This variable was collected at visit 6, a different timepoint than the 'Visit 8' sleep variables	This variable was collected at visit 6, a different timepoint than the 'Visit 8' sleep variables	0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v6sstrk	v6sstrk			Has a doctor or other health care provider ever told you that you had a stroke?This variable was collected at visit 6, a different timepoint than the 'Visit 8' sleep variables	This variable was collected at visit 6, a different timepoint than the 'Visit 8' sleep variables	0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v8ecancr	v8ecancr			Has a doctor or other health care provider ever told you that you have cancer?	Has a doctor or other health care provider ever told you that you have cancer?	0:No|1:Yes	choices
SOF	v8ecc	v8ecc			Has a doctor or other health care provider ever told you that you have colon cancer?	Has a doctor or other health care provider ever told you that you have colon cancer?	0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v8econg	v8econg			Has a doctor or other health care provider ever told you that you have congestive heart failure (CHF), enlarged heart?	Has a doctor or other health care provider ever told you that you have congestive heart failure (CHF), enlarged heart?	0:No|1:Yes	choices
SOF	v8ecopd	v8ecopd	Condition	MONDO:0005002	Has a doctor or other health care provider ever told you that you have chronic obstructive lung disease (COPD), chronic bronchitis, asthma, emphysema?	Has a doctor or other health care provider ever told you that you have chronic obstructive lung disease (COPD), chronic bronchitis, asthma, emphysema?	0:No|1:Yes	choices
SOF	v8edepr	v8edepr			Has a doctor or other health care provider ever told you that you have depression?	Has a doctor or other health care provider ever told you that you have depression?	0:No|1:Yes	choices
SOF	v8ediab	v8ediab			Has a doctor or other health care provider ever told you that you have diabetes?	Has a doctor or other health care provider ever told you that you have diabetes?	0:No|1:Yes	choices
SOF	v8eheart	v8eheart			Has a doctor or other health care provider ever told you that you had a heart attack, coronary, or myocardial infarction (MI)?	Has a doctor or other health care provider ever told you that you had a heart attack, coronary, or myocardial infarction (MI)?	0:No|1:Yes	choices
SOF	v8ehyper	v8ehyper			Has a doctor or other health care provider ever told you that you have high blood pressure?	Has a doctor or other health care provider ever told you that you have high blood pressure?	0:No|1:Yes	choices
SOF	v8eohrt	v8eohrt			Has a doctor or other health care provider ever told you that you have other heart disease?	Has a doctor or other health care provider ever told you that you have other heart disease?	0:No|1:Yes	choices
SOF	v8estrk	v8estrk			Has a doctor or other health care provider ever told you that you had a stroke?	Has a doctor or other health care provider ever told you that you had a stroke?	0:No|1:Yes	choices
SOF	v9eangio	v9eangio			Blockage of the coronary arteries requiring angioplasty or stenting procedure?This variable was collected at visit 9, a different timepoint than the 'Visit 8' sleep variables	This variable was collected at visit 9, a different timepoint than the 'Visit 8' sleep variables	0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	v9epervd	v9epervd			Peripheral vascular disease (PVD) (intermittent claudication or pain in your legs from a blockage of the arteries)?This variable was collected at visit 9, a different timepoint than the 'Visit 8' sleep variables	This variable was collected at visit 9, a different timepoint than the 'Visit 8' sleep variables	0:No|1:Yes|A:Missing|D:Don't Know|O:Min Data Only|Q:Question Not Asked|M:Not Applicable	choices
SOF	abnoreeg	abnoreeg	MeasurementObservation		Polysomnography (PSG) Quality Assessment: Abnormal EEGScorer observed abnormal EEG during study.	Scorer observed abnormal EEG during study.	0:No|1:Yes|8:Not applicable	choices
SOF	abnoreye	abnoreye			Polysomnography (PSG) Quality Assessment: Abnormal Eye movementsScorer observed abnormal eye movements during study.	Scorer observed abnormal eye movements during study.	0:No|1:Yes|8:Not applicable	choices
SOF	ahiov50	ahiov50			Polysomnography (PSG) Quality Assessment: Medical Alert - Apnea-Hypopnea Index (AHI) > 50	Polysomnography (PSG) Quality Assessment: Medical Alert - Apnea-Hypopnea Index (AHI) > 50	0:No|1:Yes|8:Not applicable	choices
SOF	alpdel	alpdel			Polysomnography (PSG) Quality Assessment: Alpha IntrusionScorer observed alpha intrusion on sleep during study.	Scorer observed alpha intrusion on sleep during study.	0:No|1:Yes|8:Not applicable	choices
SOF	apnhyppr	apnhyppr			Polysomnography (PSG) Quality Assessment: Apnea/Hypopnea scoring problemsDue to signal problems, scorer was unable to reliably distinguish between apnea and hypopnea events.  The distinction between apnea and hypopnea was determined to be unreliable.	Due to signal problems, scorer was unable to reliably distinguish between apnea and hypopnea events. The distinction between apnea and hypopnea was determined to be unreliable.	0:No|1:Yes|8:Don't know	choices
SOF	aroign	aroign			Polysomnography (PSG) Quality Assessment: Arousals IgnoredDue to problems with EEG signals, arousals were ignored in scoring.	Due to problems with EEG signals, arousals were ignored in scoring.	0:No|1:Yes|8:Don't know	choices
SOF	aropr	aropr			Polysomnography (PSG) Quality Assessment: Problems with arousalsScorer noted that there was a problem scoring arousals.	Scorer noted that there was a problem scoring arousals.	0:No|1:Yes|8:Not applicable	choices
SOF	arunrel	arunrel			Polysomnography (PSG) Quality Assessment: Arousals unreliableDue to signal problems, scorer was unable to reliably assess arousals.  The scoring of arousals was determined to be unreliable.	Due to signal problems, scorer was unable to reliably assess arousals. The scoring of arousals was determined to be unreliable.	0:No|1:Yes|8:Not applicable	choices
SOF	csbre	csbre			Polysomnography (PSG) Quality Assessment: Periodic breathing (10 min)Scorer observed periodic breathing for a period of at least 10 minutes during study.	Scorer observed periodic breathing for a period of at least 10 minutes during study.	0:No|1:Yes|8:Not applicable	choices
SOF	datalost	datalost			Was any data lost?	Was any data lost?	0:No|1:Yes	choices
SOF	hrov150	hrov150			Polysomnography (PSG) Quality Assessment: Medical Alert - Heart Rate (HR) > 150	Polysomnography (PSG) Quality Assessment: Medical Alert - Heart Rate (HR) > 150	0:No|1:Yes|8:Not applicable	choices
SOF	hrund30	hrund30			Polysomnography (PSG) Quality Assessment: Medical Alert - Heart Rate (HR) < 30	Polysomnography (PSG) Quality Assessment: Medical Alert - Heart Rate (HR) < 30	0:No|1:Yes|8:Not applicable	choices
SOF	lagbreath	lagbreath			Polysomnography (PSG) Quality Assessment: Periodic large breathsScorer observed periodic large breaths during study.	Scorer observed periodic large breaths during study.	0:No|1:Yes|8:Not applicable	choices
SOF	losbeg	losbeg			Polysomnography (PSG) Quality Assessment: Data lost at beginning of study due to unscorable signals.	Polysomnography (PSG) Quality Assessment: Data lost at beginning of study due to unscorable signals.	0:No|1:Yes|8:Not applicable	choices
SOF	losdur	losdur			Polysomnography (PSG) Quality Assessment: Data lost during study	Polysomnography (PSG) Quality Assessment: Data lost during study	0:No|1:Yes|8:Not applicable	choices
SOF	losend	losend			Polysomnography (PSG) Quality Assessment: Data lost at end of study due to unscorable signals.	Polysomnography (PSG) Quality Assessment: Data lost at end of study due to unscorable signals.	0:No|1:Yes|8:Not applicable	choices
SOF	maxresou	maxresou			Polysomnography (PSG) Quality Assessment: Long respiratory events verifiedIf a respiratory event greater than 150 seconds (s) in duration was observed, scorer has verified that this value is real.	If a respiratory event greater than 150 seconds (s) in duration was observed, scorer has verified that this value is real.	0:No|1:Yes|8:Not applicable	choices
SOF	medalert	medalert			Polysomnography (PSG) Quality Assessment: Medical AlertMedical Alert noted during scoring.	Medical Alert noted during scoring.	0:No|1:Yes|8:Don't know	choices
SOF	npflow	npflow			Flow limitation1=flow limitation observed	1=flow limitation observed	0:No|1:Yes|8:Not applicable	choices
SOF	npplms	npplms			If yes to flow limitation, were periodic limb movements (PLMs) associated?	If yes to flow limitation, were periodic limb movements (PLMs) associated?	0:No|1:Yes|8:Not applicable	choices
SOF	otherou	otherou			Polysomnography (PSG) Quality Assessment: Other outlierScorer observed other outlying values.	Scorer observed other outlying values.	0:No|1:Yes|8:Not applicable	choices
SOF	outlier	outlier			Were outliers found (real)	Were outliers found (real)	0:No|1:Yes	choices
SOF	oxyund70	oxyund70			Polysomnography (PSG) Quality Assessment: Medical Alert - Oxygen Saturation (SaO2) < 70	Polysomnography (PSG) Quality Assessment: Medical Alert - Oxygen Saturation (SaO2) < 70	0:No|1:Yes|8:Not applicable	choices
SOF	period	period			Polysomnography (PSG) Quality Assessment: Periodic breathing (5 min)Scorer observed periodic breathing for a period of at least 5 minutes during study.	Scorer observed periodic breathing for a period of at least 5 minutes during study.	0:No|1:Yes|8:Not applicable	choices
SOF	plmdel	plmdel			50 percent of periodic limb movements (PLMs) deleted due to occurrence after respiratory event?	50 percent of periodic limb movements (PLMs) deleted due to occurrence after respiratory event?	0:No|1:Yes|8:Not applicable	choices
SOF	quabdo	quabdo			Quality of abdominal effort	Quality of abdominal effort	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	quair	quair			Quality of airflow	Quality of airflow	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	qucan	qucan			Quality of cannula	Quality of cannula	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	quchest	quchest			Quality of chest effort	Quality of chest effort	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	quchin	quchin			Quality of chin	Quality of chin	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	queeg1	queeg1	MeasurementObservation		EEG signal quality during sleep time	EEG signal quality during sleep time	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	queeg2	queeg2	MeasurementObservation		EEG signal quality	EEG signal quality	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	queogl	queogl	MeasurementObservation		Quality of EOG L	Quality of EOG L	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	queogr	queogr	MeasurementObservation		Quality of EOG R	Quality of EOG R	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	quhr	quhr			Quality of heart rate (HR)	Quality of heart rate (HR)	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	qulegl	qulegl			Quality of LegL (left leg)	Quality of LegL (left leg)	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	qulegr	qulegr			Quality of LegR (right leg)	Quality of LegR (right leg)	1:Signal good for < 25% of sleep time|2:Signal good for 25-49% of sleep time|3:Signal good for 50-74% of sleep time|4:Signal good for 75-94% of sleep time|5:Signal good for >= 95% of sleep time	choices
SOF	rdi0ou	rdi0ou			Polysomnography (PSG) Quality Assessment: Respiratory Disturbance Index (RDI)=0 realIf Respiratory Disturbance Index (RDI) = 0, scorer has verified that this value is real.	If Respiratory Disturbance Index (RDI) = 0, scorer has verified that this value is real.	0:No|1:Yes|8:Not applicable	choices
SOF	recafsle	recafsle			Polysomnography (PSG) Quality Assessment: Data lost - Recording began after sleepData was lost at the beginning of sleep period because recording began after sleep onset.	Data was lost at the beginning of sleep period because recording began after sleep onset.	0:No|1:Yes|8:Not applicable	choices
SOF	recbeaw	recbeaw			Polysomnography (PSG) Quality Assessment: Data lost - Recording ended before wakeData was lost at the end of sleep period because recording ended before wake.	Data was lost at the end of sleep period because recording ended before wake.	0:No|1:Yes|8:Not applicable	choices
SOF	refok	refok			Reference and ground electrodes working?	Reference and ground electrodes working?	0:No|1:Yes	choices
SOF	remarunrel	remarunrel			Polysomnography (PSG) Quality Assessment: Arousals unreliable (Rapid eye movement sleep (REM))Due to signal problems, scorer was unable to reliably assess arousals in stage rapid eye movement sleep (REM). The scoring of arousals in stage rapid eye movement sleep (REM) was determined to be unreliable.	Due to signal problems, scorer was unable to reliably assess arousals in stage rapid eye movement sleep (REM). The scoring of arousals in stage rapid eye movement sleep (REM) was determined to be unreliable.	0:No|1:Yes|8:Not applicable	choices
SOF	remnrempr	remnrempr			Polysomnography (PSG) Quality Assessment: Rapid eye movement sleep (REM)/Non-rapid eye movement sleep (NREM) scoring unreliableScorer noted that there was a problem differentiating rapid eye movement sleep (REM) and non-rapid eye movement sleep (NREM).	Scorer noted that there was a problem differentiating rapid eye movement sleep (REM) and non-rapid eye movement sleep (NREM).	0:No|1:Yes|8:Not applicable	choices
SOF	respevpr	respevpr			Polysomnography (PSG) Quality Assessment: Respiratory scoring problemsDue to signal problems, scorer noted that there was a problem scoring respiratory events.	Due to signal problems, scorer noted that there was a problem scoring respiratory events.	0:No|1:Yes|8:Don't know	choices
SOF	slestgpr	slestgpr			Problems with sleep staging	Problems with sleep staging	0:No|1:Yes|8:Not applicable	choices
SOF	slewake	slewake			Polysomnography (PSG) Quality Assessment: Sleep wake scoringStudy was scored sleep/wake rather than with full sleep staging. This assessment is made by the scorer if there is not sufficient quality on EEG leads to do full R&K scoring. (0=no (full scoring); 1=yes (sleep/wake only))	Study was scored sleep/wake rather than with full sleep staging. This assessment is made by the scorer if there is not sufficient quality on EEG leads to do full R&K scoring. (0=no (full scoring); 1=yes (sleep/wake only))	0:No|1:Yes|8:Don't know	choices
SOF	slewaou	slewaou			Scored sleep/wake only?	Scored sleep/wake only?	0:Full scoring|1:Scored Sleep-Wake only or no arousals scored|8:Not applicable	choices
SOF	stg1stg2pr	stg1stg2pr			Polysomnography (PSG) Quality Assessment: Stage 1/Stage 2 scoring unreliableScorer noted that there was a problem differentiating stage 1 and stage 2 sleep.	Scorer noted that there was a problem differentiating stage 1 and stage 2 sleep.	0:No|1:Yes|8:Not applicable	choices
SOF	stg2stg3pr	stg2stg3pr			Polysomnography (PSG) Quality Assessment: Stage 2/Stage 3-4 scoring unreliableScorer noted that there was a problem differentiating stage 2 and stage 3/4 sleep.	Scorer noted that there was a problem differentiating stage 2 and stage 3/4 sleep.	0:No|1:Yes|8:Not applicable	choices
SOF	unusocc	unusocc			Unusual occurrences- physiologic	Unusual occurrences- physiologic	0:No|1:Yes	choices
SOF	unustgou	unustgou			Polysomnography (PSG) Quality Assessment: Unusual stagingScorer observed unusual sleep staging. This is noted when there is no sleep in any particular stage (eg. no rapid eye movement sleep (REM)).	Scorer observed unusual sleep staging. This is noted when there is no sleep in any particular stage (eg. no rapid eye movement sleep (REM)).	0:No|1:Yes|8:Not applicable	choices
SOF	wakslepr	wakslepr			Polysomnography (PSG) Quality Assessment: Wake/Sleep scoring unreliableScorer noted that there was a problem differentiating stage wake from stage sleep.	Scorer noted that there was a problem differentiating stage wake from stage sleep.	0:No|1:Yes|8:Not applicable	choices
STAGES	diet_0700	diet_0700			Self-perception of weightDo you feel?	Do you feel?	0:Underweight|1:Healthy weight|2:Overweight	choices
STAGES	diet_0801	diet_0801			Usually no breakfast	Usually no breakfast	0:No|1:Yes	choices
STAGES	diet_0811	diet_0811			Usually no lunch	Usually no lunch	0:No|1:Yes	choices
STAGES	diet_0821	diet_0821			Usually no dinner	Usually no dinner	0:No|1:Yes	choices
STAGES	diet_0831	diet_0831			Usually no additional meal/snack1	Usually no additional meal/snack1	0:No|1:Yes	choices
STAGES	diet_0841	diet_0841			Usually no additional meal/snack2	Usually no additional meal/snack2	0:No|1:Yes	choices
STAGES	diet_0851	diet_0851			Usually no additional meal/snack3	Usually no additional meal/snack3	0:No|1:Yes	choices
STAGES	diet_0861	diet_0861			Usually no additional meal/snack4	Usually no additional meal/snack4	0:No|1:Yes	choices
STAGES	diet_0871	diet_0871			Usually no additional meal/snack5	Usually no additional meal/snack5	0:No|1:Yes	choices
STAGES	former_cigarette_smoker	former_cigarette_smoker	Exposure	OMOP:4041306	Cigarette smoking, former smokerWhich of the following best describes your use of tobacco products? Former cigarette smoker	Which of the following best describes your use of tobacco products? Former cigarette smoker	0:No|1:Yes	choices
STAGES	former_smokeless_user	former_smokeless_user			Smokeless user, former smokerWhich of the following best describes your use of tobacco products? Former smokeless or other tobacco user	Which of the following best describes your use of tobacco products? Former smokeless or other tobacco user	0:No|1:Yes	choices
STAGES	never_cigarette_smoker	never_cigarette_smoker	Exposure	OMOP:4041306	Cigarette smoking, never smokerWhich of the following best describes your use of tobacco products? Never been a smoker/smoked less than 100 cigarettes in my life	Which of the following best describes your use of tobacco products? Never been a smoker/smoked less than 100 cigarettes in my life	0:No|1:Yes	choices
STAGES	soclhx_0501	soclhx_0501			Exercise, rarely or neverHow often do you exercise?  I rarely or never exercise	How often do you exercise? I rarely or never exercise	0:No|1:Yes	choices
STAGES	soclhx_0520	soclhx_0520			Exercise, time frameHow often do you exercise? Per day/week/month	How often do you exercise? Per day/week/month	0:Week|1:Month|2:Year	choices
STAGES	soclhx_0600	soclhx_0600			Exercise, time of dayWhat time of day do you usually exercise?	What time of day do you usually exercise?	0:Early morning|1:Late morning|2:Early afternoon|3:Late afternoon|4:Between supper and bedtime|5:Time of day varies	choices
STAGES	soclhx_0701	soclhx_0701			Alcohol consumption, rarely or neverHow often do you drink alcohol? I rarely or never drink alcohol	How often do you drink alcohol? I rarely or never drink alcohol	0:No|1:Yes	choices
STAGES	soclhx_0710	soclhx_0710			Alcohol consumption, time frameHow often do you drink alcohol? Per day/week/month	How often do you drink alcohol? Per day/week/month	0:Week|1:Month	choices
STAGES	soclhx_0901	soclhx_0901			Caffeine consumption, rarely or neverHow many servings of caffeine do you typically have in one day?  (one serving equals 8oz. of coffee, 8oz. of tea, 12oz of soda, 12oz energy drink) I rarely or never drink caffeine	How many servings of caffeine do you typically have in one day? (one serving equals 8oz. of coffee, 8oz. of tea, 12oz of soda, 12oz energy drink) I rarely or never drink caffeine	0:No|1:Yes	choices
STAGES	soclhx_1310	soclhx_1310			Cigarette smoking, time frameHow many cigarettes did you typically smoke? Per day/week	How many cigarettes did you typically smoke? Per day/week	0:Day|1:Week	choices
STAGES	soclhx_1500	soclhx_1500			Street or recreational drugs consumption, everHave you ever used street/recreational drugs regularly?	Have you ever used street/recreational drugs regularly?	0:Never used street/recreational drugs regularly|1:Former user|2:Current user|3:Prefer not to answer	choices
STAGES	mdhx_5700	mdhx_5700			Hypertension: Self-reported	Hypertension: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_5710	mdhx_5710			Congestive Heart Failure: Self-reported	Congestive Heart Failure: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_5720	mdhx_5720			Cardiovascular Problem, other: Self-reported	Cardiovascular Problem, other: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_5800	mdhx_5800			Asthma: Self-reported	Asthma: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_5810	mdhx_5810			Chronic Obstructive Pulmonary Disease: Self-reported	Chronic Obstructive Pulmonary Disease: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_5820	mdhx_5820			Pulmonary Problem, other: Self-reported	Pulmonary Problem, other: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_5900	mdhx_5900			Allergies or Sinus Problems: Self-reported	Allergies or Sinus Problems: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_5910	mdhx_5910			Tonsillectomy or Adenoidectomy: Self-reported	Tonsillectomy or Adenoidectomy: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_5920	mdhx_5920			Nasal, Jaw, or Apnea Surgery: Self-reported	Nasal, Jaw, or Apnea Surgery: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_5950	mdhx_5950			Ear, Nose, and Throat Problem or Surgery, other: Self-reported	Ear, Nose, and Throat Problem or Surgery, other: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6000	mdhx_6000			Dental Problems: Self-reported	Dental Problems: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6030	mdhx_6030			Dentures, removed while sleeping: Self-reported	Dentures, removed while sleeping: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6100	mdhx_6100			Gastrointestinal Problem or Surgery: Self-reported	Gastrointestinal Problem or Surgery: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6200	mdhx_6200			Neurologic Problem: Self-reported	Neurologic Problem: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6300	mdhx_6300			Hypercholesterolemia: Self-reported	Hypercholesterolemia: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6310	mdhx_6310			Type 2 Diabetes: Self-reported	Type 2 Diabetes: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6320	mdhx_6320			Endocrine or Metabolic Problem: Self-reported	Endocrine or Metabolic Problem: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6400	mdhx_6400			Urologic or Kidney Problem: Self-reported	Urologic or Kidney Problem: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6420	mdhx_6420			Dialysis: Self-reported	Dialysis: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6500	mdhx_6500			Pain or Fatigue: Self-reported	Pain or Fatigue: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6600	mdhx_6600			Psychiatric or Mental Health Problem: Self-reported	Psychiatric or Mental Health Problem: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6700	mdhx_6700			Medical Problem or Surgery, other: Self-reported	Medical Problem or Surgery, other: Self-reported	0:No|1:Yes	choices
STAGES	mdhx_6900	mdhx_6900			Genetic Testing: Self-reportedHave you ever had genetic testing performed?	Have you ever had genetic testing performed?	0:No|1:Yes	choices
STAGES	mdhx_6910	mdhx_6910			Genetic Testing, source: Self-reportedWas test done through your doctor or through a company like 23andMe	Was test done through your doctor or through a company like 23andMe	0:Doctor|1:Company	choices
STAGES	famhx_0100	famhx_0100			Family History of InsomniaHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Insomnia	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Insomnia	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_0200	famhx_0200			Family History of Sleep ApneaHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Sleep Apnea	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Sleep Apnea	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_0300	famhx_0300			Family History of NarcolepsyHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Narcolepsy	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Narcolepsy	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_0400	famhx_0400			Family History of Restless Leg SyndromeHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Restless Leg Syndrome	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Restless Leg Syndrome	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_0500	famhx_0500			Family History of Other Sleep DisorderHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Other sleep disorder	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Other sleep disorder	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_0600	famhx_0600			Family History of SleepwalkingHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Sleepwalking	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Sleepwalking	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_0700	famhx_0700			Family History of Fibromyalgia or Chronic FatigueHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Fibromyalgia or Chronic Fatigue	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Fibromyalgia or Chronic Fatigue	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_0800	famhx_0800			Family History of DepressionHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Depression	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Depression	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_0900	famhx_0900			Family History of AnxietyHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Anxiety	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Anxiety	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_1000	famhx_1000			Family History of Other Psychiatric IllnessHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Other psychiatric illness	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Other psychiatric illness	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_1100	famhx_1100			Family History of Psychiatric TreatmentHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Psychiatric treatment	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Psychiatric treatment	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_1200	famhx_1200			Family History of Death During SleepHave any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Death during sleep	Have any blood relatives in your immediate family (which includes brother/sister, father/mother, son/daughter) had any of the following? Death during sleep	0:No|1:Yes|-55:Don't Know	choices
STAGES	famhx_1300	famhx_1300			Number of full siblings from the same birth parentsHow many full siblings do you have (from the same birth parents)?	How many full siblings do you have (from the same birth parents)?	0:0|1:1|2:2|3:3|4:4|5:5|6:6|7:7 or more	choices
STAGES	mdhx_1200	mdhx_1200			Pregnancy, currentAre you currently pregnant?	Are you currently pregnant?	0:No|1:Yes|-55:Don't Know	choices
STAGES	mdhx_1300	mdhx_1300			Menopausal statusWhat is your menopausal status?	What is your menopausal status?	0:Pre-menopause|1:Nearing or undergoing|2:Post menopause|-55:Don't know	choices
STAGES	mdhx_1400	mdhx_1400			Oophorectomy, bilateral: Self-reportedHave you had both of your ovaries removed?	Have you had both of your ovaries removed?	0:No|1:Yes	choices
STAGES	cir_0200	cir_0200			"Horne-Ostberg Morningness-Eveningness Questionnaire: Ideal scheduled wake timeConsidering only your own feeling best ""rhythm"" at what time of day would you get up if you were entirely free to plan your day?"	"Considering only your own feeling best ""rhythm"" at what time of day would you get up if you were entirely free to plan your day?"	1:11am-12pm|2:9:45-11am|3:7:45-9:45am|4:6:30-7:45am|5:5-6:30am	choices
STAGES	cir_0300	cir_0300			Horne-Ostberg Morningness-Eveningness Questionnaire: Tiredness during first half-hour after wakingDuring the first half hour after having awakened in the morning, how tired do you feel? (Check one)	During the first half hour after having awakened in the morning, how tired do you feel? (Check one)	1:Very tired|2:Fairly tired|3:Fairly refreshed|4:Very refreshed	choices
